Winner,title_fight,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_BODY_attempted_strikes,B_avg_BODY_landed_strikes,B_avg_CLINCH_attempted_strikes,B_avg_CLINCH_landed_strikes,B_avg_DISTANCE_att,B_avg_DISTANCE_landed,B_avg_GROUND_attempted_strikes,B_avg_GROUND_landed_strikes,B_avg_HEAD_attempted_strikes,B_avg_HEAD_landed_strikes,B_avg_KD,B_avg_kicks_attempted,B_avg_kicks_landed,B_avg_guard_passed,B_avg_Reversals,B_avg_significant_strikes_attempted,B_avg_Significant_Strikes_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_att,B_avg_TD_landed,B_avg_TD_pct,B_avg_TOTAL_STR_att,B_avg_TOTAL_STR_landed,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_time_fought(seconds),B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_BODY_att,R_avg_BODY_landed,R_avg_CLINCH_att,R_avg_CLINCH_landed,R_avg_DISTANCE_att,R_avg_DISTANCE_landed,R_avg_GROUND_att,R_avg_GROUND_landed,R_avg_HEAD_att,R_avg_HEAD_landed,R_avg_KD,R_avg_LEG_att,R_avg_LEG_landed,R_avg_PASS,R_avg_REV,R_avg_SIG_STR_att,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_att,R_avg_TD_landed,R_avg_TD_pct,R_avg_TOTAL_STR_att,R_avg_TOTAL_STR_landed,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_time_fought(seconds),R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Height_cms,R_Reach_cms,R_Weight_lbs,B_age,R_age,B_Stance_Open Stance,B_Stance_Orthodox,B_Stance_Sideways,B_Stance_Southpaw,B_Stance_Switch,R_Stance_Open Stance,R_Stance_Orthodox,R_Stance_Southpaw,R_Stance_Switch
Blue,FALSE,3,1,0,0,6.230769231,4.076923077,5.769230769,4.038461538,66.84615385,15.38461538,14.73076923,8.730769231,73.65384615,17.57692308,0.230769231,7.461538462,6.5,1.961538462,0.038461538,87.34615385,28.15384615,0.357692308,0.538461538,6.653846154,2.423076923,0.342692308,119.0384615,55.30769231,4,12,67,702.1538462,0,0,3,5,2,4,0,14,170.18,177.8,155,7,0,0,6.884615385,5.923076923,10.26923077,7.692307692,54.96153846,22.07692308,8.769230769,6.192307692,64.76923077,27.96153846,0.269230769,2.346153846,2.076923077,1.692307692,0.038461538,74,35.96153846,0.528461538,0.461538462,1.730769231,1,0.316153846,109.3846154,69.84615385,3,14,74,787.5769231,11,0,0,1,6,4,1,12,175.26,177.8,155,37,40,0,1,0,0,0,0,1,0,0
Blue,FALSE,5,0,2,0,15.03333333,11.13333333,6.866666667,4.433333333,76.1,35.56666667,5.233333333,3.733333333,59.83333333,21.13333333,0.6,13.33333333,11.46666667,0.966666667,0.1,88.2,43.73333333,0.5,0.366666667,2.233333333,0.7,0.305333333,95.06666667,49.63333333,8,8,63,551.2666667,1,0,0,6,10,6,0,22,185.42,185.42,155,0,1,0,15,9.333333333,4.25,2.583333333,120.8333333,48.16666667,3.25,2.333333333,106.1666667,37.16666667,0.583333333,7.166666667,6.583333333,0.5,0,128.3333333,53.08333333,0.445,0.25,2.916666667,0.666666667,0.215,131.8333333,56.08333333,5,3,33,740.0833333,2,0,1,4,4,0,0,9,177.8,177.8,155,36,32,0,1,0,0,0,0,1,0,0
Red,FALSE,3,0,3,0,33.2,18.4,22,15.3,104.1,35.4,9.3,7.2,82.1,26.3,0,20.1,13.2,0.5,0.3,135.4,57.9,0.417,0,4.5,1.3,0.266,170.2,88.8,3,2,28,832.8,1,0,1,5,2,0,0,8,185.42,190.5,185,2,0,0,2.142857143,1.214285714,6.428571429,4.071428571,29.64285714,10.28571429,7.428571429,4.142857143,36.57142857,14.07142857,0.357142857,4.785714286,3.214285714,1,0,43.5,18.5,0.438571429,0.214285714,3.857142857,0.928571429,0.102142857,64.78571429,36.78571429,5,5,22,355.6428571,0,0,0,2,6,1,0,9,185.42,195.58,185,30,35,0,1,0,0,0,0,0,1,0
Blue,FALSE,3,0,1,0,17.8,11.6,8.8,7,136.2,59.2,7.6,5.4,126.2,52.6,1,8.6,7.4,0.4,0,152.6,71.6,0.504,0.2,0.4,0.4,0.4,172.2,87.4,3,1,13,656.4,0,0,0,2,1,1,0,4,180.34,190.5,145,3,0,0,16.125,12.3125,6.875,5.5,104.875,49.5625,8.875,6.625,89.125,37.4375,0.375,15.375,11.9375,0.875,0.0625,120.625,61.6875,0.488125,0.125,1.1875,0.6875,0.37875,133.5,73.0625,6,6,46,807.9375,0,0,0,6,4,0,0,10,172.72,177.8,145,28,35,0,1,0,0,0,0,1,0,0
Blue,FALSE,3,0,1,0,12,7.666666667,19,10.33333333,107,28.66666667,38.33333333,17.66666667,144,42.33333333,0.333333333,8.333333333,6.666666667,1.333333333,0,164.3333333,56.66666667,0.35,0,17.66666667,7.333333333,0.453333333,247.6666667,130.3333333,1,2,9,900,0,0,0,1,0,0,0,1,167.64,172.72,135,0,2,0,19.5,10,3,2,113.5,58.5,18,13,90,41,0,25,22.5,1.5,0,134.5,73.5,0.555,0,5,1,0.14,168.5,101.5,2,0,6,900,1,0,0,2,0,0,0,2,167.64,162.56,135,28,27,0,1,0,0,0,0,1,0,0
Red,FALSE,3,2,0,0,3.4,2,4.8,2.6,44,12.2,13.6,8.4,57.2,19.8,0,1.8,1.4,1,0.2,62.4,23.2,0.398,0.8,3.6,0.8,0.28,105.2,61.8,1,3,13,754.2,0,0,0,1,0,1,0,2,170.18,170.18,135,0,2,0,14.5,10.5,10.5,6.5,34.5,15,4.5,3,34,13,1,1,1,1,0,49.5,24.5,0.495,1,3,0,0,56.5,31,2,0,3,270,1,0,0,0,1,1,0,2,180.34,182.88,135,31,27,0,1,0,0,0,0,1,0,0
Blue,FALSE,3,1,0,0,22,14,8,6,190,67,3,1,167,52,0,12,8,0,0,201,74,0.36,0,0,0,0,211,83,0,1,3,900,0,0,0,0,0,0,0,0,170.18,177.8,135,1,0,0,8.5,5.5,5,3.5,101,40,2.5,1.5,99,38.5,0.5,1,1,0.5,0.5,108.5,45,0.41,0,0.5,0,0,109.5,46,1,1,6,809,0,0,0,1,0,0,0,1,172.72,172.72,135,28,31,0,1,0,0,0,0,1,0,0
Blue,FALSE,3,1,0,0,30,23,15,10,220,67,0,0,185,39,0,20,15,0,0,235,77,0.32,0,3,0,0,237,79,0,1,3,900,0,0,0,0,0,0,0,0,170.18,172.72,145,1,0,0,10,6,1,1,48,19,1,0,37,12,0,3,2,0,0,50,20,0.4,0,0,0,0,50,20,0,1,2,383,0,0,0,0,0,0,0,0,180.34,180.34,155,25,28,0,1,0,0,0,0,0,0,1
Red,FALSE,3,0,1,0,8,8,15,13,85,38,44,35,131,74,0,5,4,4,0,144,86,0.59,0,2,2,1,180,121,1,0,3,658,0,0,0,0,1,0,0,1,195.58,203.2,265,0,1,0,2,1.666666667,9,6,33.33333333,15,8.333333333,5.666666667,47.33333333,24,0.333333333,1.333333333,1,0.666666667,0,50.66666667,26.66666667,0.51,0,2,1.333333333,0.72,98.66666667,67,1,1,8,739.6666667,0,0,0,2,0,0,0,2,185.42,190.5,245,27,32,0,1,0,0,0,0,1,0,0
Blue,FALSE,5,0,3,0,5.875,3.875,5.75,4.25,29.875,12.375,19.5,14.25,40.125,20.875,0,9.125,6.125,2,0,55.125,30.875,0.51375,0.375,2.125,1,0.52,66.625,41.625,3,2,13,378,0,0,0,1,3,2,0,6,185.42,195.58,185,0,1,0,10.5,6.916666667,6.583333333,4.083333333,34.16666667,14.66666667,9.666666667,8.083333333,37.66666667,18,0.25,2.25,1.916666667,2.25,0.166666667,50.41666667,26.83333333,0.506666667,0.666666667,3.666666667,1.083333333,0.303333333,64.58333333,39.33333333,5,3,23,509.1666667,0,0,0,1,4,4,0,9,185.42,182.88,185,30,39,0,1,0,0,0,0,1,0,0
Red,FALSE,3,2,0,0,5,3.5,5.5,3.5,16,5.5,0.5,0.5,15.5,5,0,1.5,1,0,0,22,9.5,0.455,0,1,0,0,65,47,0,2,3,349.5,0,0,0,0,0,0,0,0,187.96,187.96,253,1,0,0,5,5,7,6,51,17,6,6,56,21,0,3,3,0,0,64,29,0.45,0,0,0,0,70,35,0,1,2,448,0,0,0,0,0,0,0,0,195.58,203.2,265,36,30,0,0,0,0,1,0,1,0,0
Blue,FALSE,3,1,0,0,10.77777778,6.444444444,8.444444444,5.444444444,75.33333333,30.77777778,5.444444444,4.222222222,69.77777778,25.77777778,0.777777778,8.666666667,8.222222222,1.111111111,0,89.22222222,40.44444444,0.49,0,1,0.555555556,0.323333333,93.55555556,44.66666667,2,4,20,603.1111111,0,0,1,0,4,0,0,5,177.8,180.34,170,1,0,0,8.642857143,6.857142857,12.28571429,8.428571429,27,11.42857143,10,7,36.57142857,16.5,0.357142857,4.071428571,3.5,1.357142857,0.071428571,49.28571429,26.85714286,0.522857143,0.5,4.928571429,1.857142857,0.267857143,67.71428571,42.14285714,3,5,30,523.9285714,0,0,0,2,4,3,0,9,180.34,193.04,170,27,31,0,1,0,0,0,0,1,0,0
Red,FALSE,3,0,2,0,14.8,10.2,21.6,14.4,92.6,23.8,6.6,4.4,102,28.6,0.2,4,3.8,0.6,0,120.8,42.6,0.502,0,1.8,1.2,0.17,122.8,44.4,2,2,11,553.8,0,0,0,1,2,0,0,3,185.42,190.5,205,0,1,0,6.1875,3.875,6.4375,3.1875,46.9375,16.4375,15.625,10.8125,62.625,26.375,0.25,0.1875,0.1875,2.5,0.0625,69,30.4375,0.456875,0.5,2.8125,1.3125,0.364375,92.9375,50.0625,5,5,36,566.375,1,0,0,2,4,4,1,11,187.96,193.04,205,25,39,0,0,0,1,0,0,1,0,0
Blue,FALSE,3,0,3,0,11.66666667,8.333333333,11.33333333,6.666666667,48.33333333,21.33333333,45,26.33333333,86.33333333,40.33333333,0.666666667,6.666666667,5.666666667,1.666666667,0.333333333,104.6666667,54.33333333,0.476666667,0.666666667,1,0.666666667,0.5,131,76.33333333,3,0,5,366.6666667,0,0,0,0,2,1,0,3,180.34,177.8,135,0,2,0,37.86666667,21.4,10.2,5.133333333,129.9333333,48.53333333,10.4,6.6,104.6666667,33.66666667,0.8,8,5.2,0.266666667,0.066666667,150.5333333,60.26666667,0.414,0.466666667,0.666666667,0.4,0.166666667,161.2,69.93333333,6,3,38,693.3333333,0,0,1,4,6,1,0,12,160.02,170.18,135,27,28,0,0,0,0,1,0,1,0,0
Blue,FALSE,3,0,1,0,35,21,38,30,167,69,13,12,169,81,0,14,9,1,0,218,111,0.5,0,1,1,1,233,125,1,0,3,843,0,0,0,0,1,0,0,1,190.5,195.58,265,3,0,0,6.607142857,4.571428571,7.535714286,4.892857143,54.17857143,20.39285714,2.214285714,1.464285714,47.96428571,15.25,0.357142857,9.357142857,6.928571429,0.214285714,0.035714286,63.92857143,26.75,0.453928571,0.178571429,0.892857143,0.321428571,0.128571429,74.25,35.75,7,12,59,521.1785714,5,0,1,4,9,2,0,16,190.5,195.58,240,27,40,0,1,0,0,0,0,1,0,0
Red,FALSE,3,1,0,0,3.666666667,2.333333333,2.333333333,2,27.33333333,9.666666667,0.666666667,0.333333333,25.33333333,8.666666667,0,1.333333333,1,0,0,30.33333333,12,0.353333333,0.333333333,0,0,0,32.66666667,13.66666667,1,2,4,256.6666667,0,0,0,0,0,1,0,1,187.96,187.96,155,1,0,0,8.612903226,6.032258065,8.129032258,4.967741935,55.48387097,19.16129032,7.193548387,4.451612903,55.29032258,16.90322581,0.096774194,6.903225806,5.64516129,1.387096774,0.161290323,70.80645161,28.58064516,0.386451613,1.290322581,2.806451613,1.161290323,0.422580645,85.41935484,41.58064516,7,13,71,616.6774194,0,0,2,6,3,7,0,18,172.72,180.34,155,29,35,0,0,0,1,0,0,0,1,0
Red,FALSE,3,2,0,0,43,22,8.5,6,172,65,2,2,134,45.5,0,5.5,5.5,0,0,182.5,73,0.395,0,1.5,0,0,183,73.5,0,2,6,900,0,0,0,0,0,0,0,0,154.94,162.56,115,2,0,0,24.11111111,16.55555556,23.22222222,17.22222222,110.2222222,50.33333333,2.777777778,2,98.66666667,41.11111111,0.222222222,13.44444444,11.88888889,0.111111111,0.111111111,136.2222222,69.55555556,0.478888889,0,0.555555556,0.333333333,0.277777778,150.3333333,82.22222222,1,6,23,747.8888889,0,0,0,3,0,0,0,3,160.02,162.56,115,32,34,0,1,0,0,0,0,1,0,0
Blue,FALSE,3,0,1,0,2.571428571,1.428571429,1.285714286,1,19.42857143,6.571428571,13.57142857,7.857142857,30.71428571,13.28571429,0.285714286,1,0.714285714,1.285714286,0,34.28571429,15.42857143,0.474285714,0.571428571,1.285714286,0.857142857,0.107142857,43.85714286,23.14285714,1,5,12,361.8571429,2,0,0,1,1,0,0,2,187.96,187.96,170,0,1,0,24.78571429,12.71428571,8.714285714,4.428571429,157.8571429,52.35714286,9.571428571,7,133.4285714,36.71428571,0.071428571,17.92857143,14.35714286,1.5,0.071428571,176.1428571,63.78571429,0.372142857,0.428571429,7.214285714,1.785714286,0.267142857,207.4285714,91,3,6,39,811.2142857,1,0,1,5,0,2,0,8,180.34,190.5,170,30,34,0,1,0,0,0,0,1,0,0
Red,FALSE,5,0,2,0,4.25,3.875,5.375,4.125,26.625,10.5,3.25,2.625,28.5,11.5,0.25,2.5,1.875,1.25,0.125,35.25,17.25,0.45125,1,2.875,1.125,0.22125,58.25,38.5,2,2,12,338.75,0,0,0,0,1,5,0,6,187.96,203.2,240,0,1,0,13.46666667,11.53333333,8.466666667,7.066666667,21.66666667,14.53333333,10.2,7.866666667,21.93333333,13.4,0.533333333,4.933333333,4.533333333,0.2,0,40.33333333,29.46666667,0.688666667,0.2,0.866666667,0.266666667,0.2,51.6,39.8,4,6,29,478.4,1,1,0,2,6,0,0,9,193.04,203.2,265,41,38,0,1,0,0,0,0,1,0,0
Red,FALSE,3,2,0,0,9.333333333,8,21,16.33333333,47.33333333,22.66666667,7.666666667,6.666666667,58.33333333,29.66666667,0,8.333333333,8,0.666666667,0,76,45.66666667,0.6,0.333333333,0.666666667,0.333333333,0.333333333,97.33333333,65,1,2,7,642.6666667,0,0,0,0,0,1,0,1,190.5,190.5,249,1,0,0,6,3,10,5,22,8,0,0,25,9,0,1,1,0,0,32,13,0.4,0,2,0,0,37,18,0,1,1,261,0,0,0,0,0,0,0,0,190.5,213.36,257,26,26,0,1,0,0,0,0,0,1,0
Red,FALSE,3,0,1,0,26,18,19,14,106,46,9,6,101,41,0,7,7,1,0,134,66,0.49,0,2,2,1,167,87,1,0,3,900,0,0,0,1,0,0,0,1,172.72,170.18,125,1,0,0,12.75,6.25,5,3.5,193.5,51.5,13,8.25,193.5,52.75,0,5.25,4.25,1.5,0,211.5,63.25,0.2875,0.25,5.25,1,0.3675,249.25,94,1,3,13,953,1,0,0,0,1,0,0,1,170.18,175.26,125,34,36,0,0,0,1,0,0,1,0,0
Red,FALSE,3,0,1,0,6.8,4.2,5.1,3.3,76.2,24.6,5,2.9,76.7,24.9,0.4,2.8,1.7,1.5,0.2,86.3,30.8,0.361,0.4,3.4,1.8,0.473,110.5,51,1,6,29,853.6,0,0,2,0,0,2,0,4,180.34,185.42,170,1,0,0,2.333333333,1.666666667,4.666666667,3,14.66666667,5.666666667,3.333333333,3,20,9.666666667,0,0.333333333,0.333333333,1,0.333333333,22.66666667,11.66666667,0.52,0,2,1,0.33,49.66666667,36,1,2,6,554,0,0,1,0,0,0,0,1,180.34,187.96,170,34,34,0,0,0,1,0,0,1,0,0
Blue,FALSE,3,0,2,0,7.333333333,4.5,13,8.166666667,44.16666667,16.66666667,5.166666667,3.666666667,45.83333333,17.33333333,0.166666667,9.166666667,6.666666667,0.666666667,0,62.33333333,28.5,0.46,0.166666667,4.333333333,1.166666667,0.163333333,86.33333333,50.33333333,2,2,15,700.5,0,0,1,2,1,0,0,4,190.5,193.04,235,0,1,0,12.14285714,8.428571429,8.571428571,7,71.28571429,30.42857143,20.42857143,15.28571429,77.57142857,35.28571429,0.142857143,10.57142857,9,3,0.142857143,100.2857143,52.71428571,0.537142857,0.142857143,2.571428571,1.571428571,0.528571429,150.4285714,96.14285714,3,3,22,878.1428571,0,0,0,2,2,0,0,4,190.5,198.12,249,37,33,0,1,0,0,0,0,1,0,0
Blue,FALSE,3,0,1,0,18.5,16.5,2,1.5,69.5,40,4.5,3.5,53.5,25,0.5,4,3.5,0.5,0,76,45,0.605,0,1.5,1,0.33,96.5,63.5,1,1,4,497,0,0,0,0,1,0,0,1,182.88,187.96,205,1,0,0,1,1,3.333333333,3,3,0.333333333,2.333333333,1.333333333,7,3,0,0.666666667,0.666666667,0.666666667,0,8.666666667,4.666666667,0.386666667,0.666666667,3.333333333,1.666666667,0.79,12.66666667,7.666666667,2,1,3,157.6666667,0,0,0,0,0,2,0,2,180.34,177.8,205,24,32,0,0,0,1,0,0,1,0,0
Blue,TRUE,5,0,3,0,7.142857143,5.095238095,15.52380952,9.857142857,82.0952381,37.42857143,8.095238095,5.095238095,90.47619048,40.66666667,0.523809524,8.095238095,6.619047619,0.714285714,0.19047619,105.7142857,52.38095238,0.498571429,0.619047619,2.761904762,1.142857143,0.253809524,117.2380952,62.57142857,4,5,45,540.8571429,0,1,0,4,8,3,0,16,175.26,182.88,155,0,13,0,24.63157895,17.78947368,12.05263158,8.736842105,163.3157895,69.15789474,10.42105263,7.736842105,154.7894737,62.84210526,0.421052632,6.368421053,5,0.947368421,0,185.7894737,85.63157895,0.44,0.368421053,0.315789474,0.263157895,0.210526316,194.5263158,93.31578947,13,3,50,744.5789474,4,0,1,4,8,2,1,16,180.34,175.26,155,30,27,0,0,0,1,0,0,1,0,0
Blue,TRUE,5,0,5,0,16,11.4,10,8,101.6,51.6,2,1.6,77.4,32.6,0.8,20.2,17.2,0.4,0,113.6,61.2,0.55,0.2,0.6,0,0,121.6,68.8,5,0,14,821.6,0,0,1,2,2,0,0,5,193.04,203.2,185,0,2,0,10.92857143,8.142857143,8.428571429,5.214285714,88.71428571,35.71428571,7,4.571428571,86.78571429,31.71428571,0.642857143,6.428571429,5.642857143,1.142857143,0.357142857,104.1428571,45.5,0.457857143,0.142857143,1.285714286,0.642857143,0.225714286,122.7857143,61.57142857,5,4,35,707.4285714,1,0,3,2,3,2,0,10,175.26,180.34,185,29,27,0,0,0,0,1,0,0,1,0
Blue,FALSE,3,1,0,0,4.142857143,2.285714286,2.428571429,2.142857143,36.14285714,9.857142857,2.857142857,2.285714286,36.14285714,11.42857143,0.571428571,1.142857143,0.571428571,0,0,41.42857143,14.28571429,0.497142857,0.142857143,0,0,0,52.57142857,24.14285714,2,4,11,372.5714286,1,0,0,0,3,0,0,3,185.42,193.04,205,2,0,0,12,9.5,16.66666667,10.83333333,61.16666667,26.33333333,12.16666667,8.333333333,77.16666667,35.33333333,0.666666667,0.833333333,0.666666667,1.333333333,0,90,45.5,0.526666667,0.166666667,4.833333333,2,0.311666667,99,53.16666667,2,3,18,876,0,0,0,1,2,0,0,3,185.42,190.5,185,29,31,0,0,0,1,0,0,0,1,0
Blue,FALSE,3,0,1,0,5.5,4.5,4.5,3.5,60.5,15.5,3.5,3.5,59,14.5,0.5,4,3.5,0,0,68.5,22.5,0.33,0,0.5,0.5,0.5,74,27.5,1,1,4,599.5,0,0,0,0,1,0,0,1,185.42,193.04,170,0,1,0,13.27272727,8.727272727,9.545454545,6.090909091,66,33.54545455,5.090909091,3.181818182,56.54545455,24.81818182,0.818181818,10.81818182,9.272727273,0.272727273,0,80.63636364,42.81818182,0.542727273,0,0.545454545,0.272727273,0.127272727,85.81818182,47.72727273,3,4,21,474.5454545,0,0,0,3,4,0,0,7,182.88,185.42,170,34,37,0,0,0,0,1,0,0,1,0
Blue,FALSE,3,2,0,0,9.4,6,14.2,11.3,25.7,11.1,6.1,4.7,31.7,17.4,0.3,4.9,3.7,0.6,0.3,46,27.1,0.56,0.6,0.7,0.2,0.15,68,47,5,4,15,290.8,0,0,0,0,3,3,0,6,190.5,195.58,205,1,0,0,8,5,4.5,2.777777778,47.11111111,18.27777778,4.888888889,3.5,44.94444444,16.88888889,0.166666667,3.555555556,2.666666667,0.777777778,0.055555556,56.5,24.55555556,0.461111111,0.277777778,1.888888889,0.555555556,0.237222222,63.72222222,31.16666667,4,7,41,565.7222222,1,1,0,1,5,4,0,11,190.5,203.2,205,27,36,0,1,0,0,0,0,0,1,0
Blue,FALSE,3,2,0,0,15,7,6,4,97,33.5,0,0,80,24,0,8,6.5,0.5,0.5,103,37.5,0.335,0.5,3,1,0.165,103.5,37.5,0,2,4,480,0,0,0,0,0,0,0,0,175.26,180.34,155,0,1,0,4.5,4,0.5,0.5,35,18,2,1.5,32,15.5,0.5,1,0.5,0.5,0,37.5,20,0.525,0,0,0,0,37.5,20,1,1,2,142.5,0,0,0,0,1,0,0,1,190.5,195.58,155,28,23,0,1,0,0,0,0,0,1,0
Blue,FALSE,3,0,2,0,17.4,11.2,11.2,8.4,95.8,40.6,3,2.6,81.2,31.6,0.2,11.4,8.8,2.2,0.6,110,51.6,0.462,1.4,1.2,0.6,0.466,130,70,2,1,13,717.8,0,0,1,1,0,2,0,4,165.1,170.18,125,0,1,0,5.75,2.916666667,4.666666667,3.083333333,64.33333333,15.08333333,6.916666667,4.333333333,61.83333333,12.66666667,0,8.333333333,6.916666667,3.333333333,0.166666667,75.91666667,22.5,0.320833333,0.5,9.583333333,4.166666667,0.398333333,106.5,46.41666667,3,5,31,727.5833333,1,0,0,5,0,2,0,7,162.56,165.1,125,28,34,0,1,0,0,0,0,0,1,0
Blue,FALSE,3,1,0,0,12.375,7.625,5,2.75,135.25,53,6.625,4.625,122.125,42.125,0,12.375,10.625,1.5,0,146.875,60.375,0.4,0.125,5.625,1.875,0.335,183.375,90.25,4,3,22,792.25,0,0,1,3,1,0,0,5,180.34,182.88,170,1,0,0,11.25,6.25,2.75,2,86.75,40.25,2,1.25,67.25,28.25,0.5,13,9,0.25,0,91.5,43.5,0.3425,0,0.25,0.25,0.25,92.5,44.5,3,1,9,628,0,0,0,2,1,0,0,3,187.96,193.04,170,30,31,0,1,0,0,0,0,1,0,0
Red,FALSE,3,0,1,0,19.4,15.4,14.4,10.4,73,26.4,6.6,5.8,66.6,20.6,1.2,8,6.6,1.4,0,94,42.6,0.434,0.2,2.2,1.4,0.314,108.8,56,1,3,14,793.2,0,0,0,1,1,0,0,2,175.26,177.8,135,0,1,0,9,7.5,12,8.5,39,15,4,2.5,43.5,16.5,0,2.5,2,0,0,55,26,0.53,0.5,1,1,0.5,67,35.5,1,1,4,500,0,0,0,0,0,1,0,1,177.8,190.5,135,30,26,0,1,0,0,0,0,0,1,0
Blue,FALSE,3,1,0,0,10.33333333,7,21.66666667,17.33333333,21.66666667,7.666666667,2.666666667,2.333333333,32,17.33333333,0.333333333,3.666666667,3,0,0,46,27.33333333,0.54,0,0.333333333,0.333333333,0.333333333,83,58.66666667,2,1,5,407,0,0,0,1,1,0,0,2,172.72,170.18,115,1,0,0,19.5,13.5,6,4,91,33,2.5,0.5,75,20,0,5,4,0.5,0,99.5,37.5,0.38,0,1.5,1,0.5,113,48.5,1,1,4,570,0,0,0,1,0,0,0,1,165.1,170.18,125,30,27,0,1,0,0,0,0,1,0,0
Blue,FALSE,5,0,1,0,10,8.25,17.5,14.75,141,71.75,1,0.5,113.75,47.5,0.25,35.75,31.25,0,0,159.5,87,0.525,0,0.25,0,0,160.5,87.75,1,2,10,611.75,0,0,0,0,2,0,0,2,180.34,177.8,155,0,1,0,20.25,13,1.9,1.35,102.15,42.75,2.2,1.35,69.45,19.6,0.5,16.55,12.85,0.1,0,106.25,45.45,0.4485,0.05,0.75,0.35,0.183,108.2,47.05,4,6,51,683,0,1,1,5,7,0,0,14,180.34,190.5,155,30,33,0,1,0,0,0,0,1,0,0
Blue,FALSE,3,0,2,0,6.428571429,4.428571429,6.571428571,4.857142857,32.71428571,13.71428571,22.28571429,16.28571429,45,23.71428571,0,10.14285714,6.714285714,2.142857143,0,61.57142857,34.85714286,0.544285714,0.285714286,2.142857143,1,0.522857143,74.71428571,47.14285714,2,2,12,425,0,0,0,1,3,1,0,5,185.42,195.58,185,1,0,0,6.875,5.125,7.375,6,30.625,8.375,4.25,2.625,30.625,8,0.125,4.75,3.875,1.375,0,42.25,17,0.415,0,5.375,1.75,0.3475,70.625,41.75,2,4,19,611.625,0,0,1,2,1,0,0,4,185.42,198.12,185,30,37,0,1,0,0,0,0,1,0,0
Red,FALSE,3,0,2,0,25.55,14.2,6.75,4.2,117.9,42.95,3.55,2,91.2,26.3,0.45,11.45,8.65,0,0.15,128.2,49.15,0.367,0.05,1,0.45,0.329,131.35,51.8,4,9,50,684.45,1,0,1,6,4,0,0,11,177.8,185.42,145,1,0,0,16.66666667,11.16666667,7.5,5.833333333,105.8333333,35,10.5,5.333333333,96,25.5,1,11.16666667,9.5,0.5,0,123.8333333,46.16666667,0.365,0.166666667,2.833333333,1.5,0.193333333,130.6666667,50.83333333,2,2,15,711.3333333,0,0,1,2,1,0,0,4,167.64,177.8,145,32,34,0,0,0,1,0,0,1,0,0
Blue,FALSE,3,0,2,0,16.16666667,14.33333333,13.5,12,48.5,24.16666667,11.16666667,9.5,48,23.66666667,0,9,7.666666667,2.666666667,0.166666667,73.16666667,45.66666667,0.661666667,1,2.666666667,1.666666667,0.735,99.33333333,70,2,2,15,687.6666667,0,0,1,1,0,2,0,4,160.02,157.48,115,1,0,0,25,17.25,29.375,21.75,162.375,50.75,4,3.125,160,50.625,0,10.75,7.75,0.875,0.125,195.75,75.625,0.3675,0,0.875,0.125,0.0625,220,97.25,3,3,22,787.625,1,0,2,3,0,0,0,5,160.02,162.56,115,33,33,0,1,0,0,0,0,1,0,0
Red,FALSE,3,0,2,0,27.33333333,18.66666667,8,6,86.66666667,32.33333333,7,2.666666667,71,20,0.666666667,3.333333333,2.333333333,0.333333333,0,101.6666667,41,0.436666667,0,1.333333333,0,0,106.6666667,45,2,1,9,890,0,0,1,1,0,0,0,2,172.72,182.88,145,0,1,0,4,4,7,4,36,19,0,0,38,18,0,1,1,0,0,43,23,0.53,0,0,0,0,66,44,1,0,1,134,0,0,0,0,1,0,0,1,175.26,180.34,145,28,25,0,1,0,0,0,0,1,0,0
Red,FALSE,3,1,0,0,18.25,15.25,21.25,17.25,96.5,43,8.75,5.75,93.5,36.25,0,14.75,14.5,0.25,0,126.5,66,0.5725,0,3.75,1,0.2,146.75,84.75,1,3,10,730.25,0,0,0,1,0,0,0,1,160.02,160.02,115,1,0,0,18,13,20,15,122,45,0,0,99,26,0,25,21,0,1,142,60,0.42,0,0,0,0,153,71,0,1,3,900,0,0,0,0,0,0,0,0,167.64,165.1,115,36,31,0,1,0,0,0,0,1,0,0
